Bank,Category,Metric,Unit,Year,Value
Mutual Trust Bank,BALANCE SHEET,Total Assets,Tk mn,2015,189563
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2025,319105
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2024,300780
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2023,261023
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2022,253836
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2021,226012
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2020,228944
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2019,232051
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2018,209306
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2017,184027
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2016,"114,356†"
Mutual Trust Bank,BALANCE SHEET,Loans & Advances,Tk mn,2015,130226
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2025,364086
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2024,328837
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2023,262584
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2022,232657
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2021,211782
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2020,242358
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2019,240164
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2018,199629
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2017,167348
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2016,"131,272†"
Mutual Trust Bank,BALANCE SHEET,Total Deposits,Tk mn,2015,127990
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2025,30403
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2024,25505
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2023,24106
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2022,21331
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2021,19655
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2020,28976
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2019,25567
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2018,22966
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2017,21586
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2016,N/A
Mutual Trust Bank,BALANCE SHEET,Shareholders' Equity,Tk mn,2015,20496
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2025,2848
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2024,8065
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2023,7253
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2022,3867
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2021,5747
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2020,5930
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2019,8159
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2018,7506
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2017,5745
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2016,N/A
Mutual Trust Bank,INCOME STATEMENT,Net Interest Income,Tk mn,2015,3545
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2025,19647
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2024,14444
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2023,10233
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2022,12235
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2021,7057
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2020,8204
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2019,6439
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2018,5633
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2017,6656
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2016,N/A
Mutual Trust Bank,INCOME STATEMENT,Non-Interest Income,Tk mn,2015,6542
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2025,3393
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2024,3167
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2023,2860
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2022,2369
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2021,2973
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2020,4103
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2019,4008
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2018,3081
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2017,2405
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2016,1464
Mutual Trust Bank,INCOME STATEMENT,Net Profit After Tax,Tk mn,2015,2221
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2025,3.14
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2024,3.22
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2023,2.91
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2022,2.65
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2021,3.66
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2020,5.05
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2019,4.94
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2018,4.17
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2017,3.26
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2016,3.3
Mutual Trust Bank,PER-SHARE & PROFITABILITY,EPS,BDT,2015,3.63
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2025,0.0071
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2024,0.0077
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2023,0.0079
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2022,0.0072
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2021,0.0103
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2020,0.0122
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2019,0.013
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2018,0.0115
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2017,0.0104
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2016,N/A
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROA %,%,2015,0.0123
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2025,0.1214
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2024,0.1277
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2023,0.1259
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2022,0.1156
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2021,0.1622
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2020,0.1504
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2019,0.1652
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2018,0.1383
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2017,0.1141
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2016,0.1561
Mutual Trust Bank,PER-SHARE & PROFITABILITY,ROE %,%,2015,0.1095
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2025,0.7505
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2024,0.7676
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2023,0.8419
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2022,0.8397
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2021,0.8242
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2020,0.7413
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2019,0.772
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2018,0.8308
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2017,0.8306
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2016,N/A
Mutual Trust Bank,ASSET QUALITY,Loan-Deposit Ratio %,%,2015,0.8787
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2025,0.0577
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2024,0.0695
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2023,0.066
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2022,0.0577
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2021,0.058
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2020,0.0272
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2019,0.0335
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2018,0.0235
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2017,0.025
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2016,N/A
Mutual Trust Bank,ASSET QUALITY,NPL % (gross),%,2015,0.0327
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2025,1.1107
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2024,0.9666
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2023,0.917
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2022,0.857
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2021,0.7111
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2020,1.7951
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2019,1.2042
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2018,1.5039
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2017,1.5952
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2016,N/A
Mutual Trust Bank,ASSET QUALITY,Provision Coverage %,%,2015,1.1685
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2025,0.1355
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2024,0.1362
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2023,0.1498
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2022,0.145
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2021,0.1441
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2020,0.1503
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2019,0.1474
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2018,0.1216
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2017,0.1409
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2016,N/A‡
Mutual Trust Bank,CAPITAL & EFFICIENCY,CRAR % (Group),%,2015,0.1392
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2025,0.5379
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2024,0.4759
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2023,0.5305
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2022,0.5154
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2021,0.5579
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2020,0.458
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2019,0.4376
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2018,0.4563
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2017,0.452
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2016,N/A
Mutual Trust Bank,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2015,0.4833
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2025,18412.76
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2024,20904.21
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2023,17227.52
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2022,14646.3
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2021,13108.7
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2020,6227.3
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2019,7773.7
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2018,4918.7
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2017,4600.7
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2016,N/A
Mutual Trust Bank,DERIVED METRICS,Estimated NPL amount,Tk mn,2015,4258.4
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2025,0.0364
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2024,0.0457
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2023,0.047
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2022,0.0414
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2021,0.0428
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2020,0.0185
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2019,0.0232
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2018,0.0174
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2017,0.0182
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2016,N/A
Mutual Trust Bank,DERIVED METRICS,NPL / Total Assets %,%,2015,0.0225
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2025,0.0714
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2024,0.1073
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2023,0.2073
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2022,-0.2032
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2021,n/a*
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2020,0.024
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2019,0.301
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2018,0.281
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2017,N/A
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2016,0.0713
Mutual Trust Bank,DERIVED METRICS,YoY NPAT growth %,%,2015,0.054
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2025,0.192
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2024,0.058
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2023,0.1301
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2022,0.0853
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2021,n/a*
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2020,0.133
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2019,0.113
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2018,N/A
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2017,N/A
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2016,N/A
Mutual Trust Bank,DERIVED METRICS,YoY Equity growth %,%,2015,N/A
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2025,648977
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2024,548118
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2023,471285
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2022,431604
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2021,388100
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2020,345724
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2019,323788
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2018,295613
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2017,281467
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2016,256599
Prime Bank PLC,BALANCE SHEET,Total Assets,Tk mn,2015,252161
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2025,353255
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2024,343458
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2023,315293
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2022,296481
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2021,263015
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2020,232400
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2019,213955
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2018,205810
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2017,198323
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2016,170212
Prime Bank PLC,BALANCE SHEET,Loans & Advances,Tk mn,2015,151865
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2025,444943
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2024,358868
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2023,305269
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2022,265841
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2021,243070
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2020,233028
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2019,216444
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2018,197518
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2017,199014
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2016,197934
Prime Bank PLC,BALANCE SHEET,Total Deposits,Tk mn,2015,194825
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2025,46394
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2024,39020
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2023,33614
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2022,30863
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2021,28377
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2020,27254
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2019,28150
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2018,27894
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2017,24901
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2016,25285
Prime Bank PLC,BALANCE SHEET,Shareholders' Equity,Tk mn,2015,26415
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2025,3766
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2024,9222
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2023,9284
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2022,8363
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2021,8063
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2020,5574
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2019,8273
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2018,7650
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2017,4894
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2016,3313
Prime Bank PLC,INCOME STATEMENT,Net Interest Income,Tk mn,2015,1294
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2025,21770
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2024,14616
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2023,8483
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2022,8139
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2021,6986
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2020,7080
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2019,5858
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2018,5250
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2017,7255
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2016,8710
Prime Bank PLC,INCOME STATEMENT,Non-Interest Income,Tk mn,2015,10779
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2025,8904
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2024,7446
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2023,4838
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2022,4022
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2021,3111
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2020,1797
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2019,1662
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2018,2193
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2017,1252
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2016,2195
Prime Bank PLC,INCOME STATEMENT,Net Profit After Tax,Tk mn,2015,2139
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2025,7.67
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2024,6.42
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2023,4.27
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2022,3.55
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2021,2.75
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2020,1.59
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2019,1.47
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2018,1.94
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2017,1.11
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2016,2.13
Prime Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2015,2.08
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2025,1.49
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2024,1.46
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2023,1.07
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2022,0.98
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2021,0.85
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2020,0.54
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2019,0.54
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2018,0.76
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2017,0.45
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2016,0.86
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2015,0.84
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2025,20.85
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2024,20.56
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2023,15.01
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2022,13.58
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2021,11.18
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2020,6.67
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2019,5.93
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2018,8.31
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2017,5.07
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2016,8.49
Prime Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2015,8.41
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2025,68.28
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2024,78.1
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2023,79.35
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2022,85.3
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2021,83.99
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2020,79.5
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2019,80.11
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2018,82.65
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2017,84.43
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2016,85.99
Prime Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2015,77.95
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2025,2.73
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2024,4.22
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2023,3.54
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2022,3.42
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2021,4.83
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2020,3.46
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2019,4.66
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2018,6.16
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2017,5.45
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2016,5.96
Prime Bank PLC,ASSET QUALITY,NPL % (gross),%,2015,7.82
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2025,151
